"Importation";"Valeur en euros";"Hongrie";112831;37;141748;115100;139829;97803;160944;145403;109575;80009;84161;119482;183382
"Importation";"Valeur en euros";"République tchèque";102863;117774;131394;117905;115733;87872;117118;129589;99747;146680;114288;128795;144540
"Importation";"Valeur en euros";"Turquie";0;0;0;0;5622;0;0;0;152;0;0;58860;117720
"Importation";"Valeur en euros";"Inde";27277;392;1567;138722;139150;311907;179538;206814;109961;1393;47599;52193;76527
"Importation";"Valeur en euros";"Indonésie";44295;66694;91878;16437;126778;0;147199;70362;93310;3740;63139;3922;16913
"Importation";"Valeur en euros";"Royaume-Uni";3219;18100;2514;192079;13502;2544;2678;328149;11650;266249;11257;376655;10491
"Importation";"Valeur en euros";"Suisse";759901;834254;607263;469187;923773;463159;460628;460615;475090;462146;5155;307300;6218
"Importation";"Valeur en euros";"Bulgarie";250;0;9057;632;441;0;1760;1585;4315;2279;2862;962;3244
"Importation";"Valeur en euros";"Pays non classifiés ailleurs";210;1743;23711;2367;13375;47838;5923;66284;3396;49504;4900;6206;2201
"Importation";"Valeur en euros";"Mexique";815;8331;2839;1446;15927;2818;3734;12701;2757;7456;8700;3487;2166
"Importation";"Valeur en euros";"Suède";56262;7301;399;9733;26473;143029;2871;155061;191090;75558;168267;114724;1736
"Importation";"Valeur en euros";"Canada";42;2881;0;195;136;117;1792;2117;3400;425;704;192;1292
"Importation";"Valeur en euros";"Retour France";239;1729;6138;2777;1183;3114;2412;6870;526;15097;60583;1308;829
"Importation";"Valeur en euros";"Pologne";75;4267;0;118359;156830;4132;1782;6794;10630;0;4449;120;751
"Importation";"Valeur en euros";"Autriche";19910;15431;14707;15293;14194;16196;20293;6762;0;40;5748;877;636
"Importation";"Valeur en euros";"Israël";58;11551;99653;64496;14718;9968;1057;113;19979;9885;2513;3908;84
"Importation";"Valeur en euros";"Slovaquie";41;1;0;25;110;0;0;0;0;128;8;8;30
"Importation";"Valeur en euros";"Singapour";0;2654;0;1886;0;2283;0;0;0;0;0;0;0
"Importation";"Valeur en euros";"Russie";0;90;0;90;90;0;0;0;0;0;0;0;0
"Importation";"Valeur en euros";"Afrique du Sud";0;0;1894;0;0;0;0;0;295;0;0;0;0
"Importation";"Valeur en euros";"Taïwan";0;0;0;0;36825;0;0;0;0;0;144;0;0
"Importation";"Valeur en euros";"Ukraine";314;728;1266;900;240;760;1799;1256;997;206;971;174;0
"Importation";"Valeur en euros";"Irlande";0;0;358;0;0;0;0;0;0;0;0;0;0
"Importation";"Valeur en euros";"Iran";0;0;13680;0;0;0;0;0;0;0;0;0;0
"Importation";"Valeur en euros";"Corée du Sud";0;0;13120;0;7;19729;0;481;0;0;134;124;0
"Importation";"Valeur en euros";"Lituanie";0;0;0;0;0;357;0;0;0;0;0;0;0
"Importation";"Valeur en euros";"Philippines";0;0;279;0;0;0;0;0;0;56216;166858;0;0
"Importation";"Valeur en euros";"Luxembourg";0;0;0;0;0;0;0;0;0;0;0;3326;0
"Importation";"Valeur en euros";"Lettonie";0;0;0;270;432;0;0;0;0;0;0;0;0
"Importation";"Valeur en euros";"Maroc";0;0;600;0;0;0;0;0;0;0;0;0;0
"Importation";"Valeur en euros";"Maurice";0;0;0;0;4;0;0;0;0;0;0;0;0
"Importation";"Valeur en euros";"Australie";0;0;0;0;0;0;0;0;0;0;147;0;0
"Importation";"Valeur en euros";"Brésil";7;259;12309;1627;1264;100;0;325;0;485;786;0;0
"Importation";"Valeur en euros";"Colombie";0;0;0;0;0;0;0;0;0;0;13;0;0
"Importation";"Valeur en euros";"Danemark";10870;6649;597;25258;8113;1380;5200;37472;2523;5377;2523;0;0
"Importation";"Masse en kilogramme";"Total";1826481;5582860;2250324;2404115;2629099;1822374;2241400;2107642;1545951;2187477;2029198;2352142;2057952
"Importation";"Masse en kilogramme";"Pays-Bas";423449;489412;508258;495251;653164;371769;889070;540131;464731;408799;517217;664021;488258
"Importation";"Masse en kilogramme";"Allemagne";405312;513685;722254;457207;403415;295254;386058;366710;217673;359127;348982;617483;393686
"Importation";"Masse en kilogramme";"Malaysie";86427;271832;117898;303122;408947;280570;95727;243077;192504;468906;301766;396689;277611
"Importation";"Masse en kilogramme";"République tchèque";154010;176000;198106;176000;176000;132027;176000;198008;154016;220017;176016;198000;220008
"Importation";"Masse en kilogramme";"Etats-Unis d Amérique";232855;203620;90217;132002;290644;199078;116614;108254;57003;176158;68745;115773;137772
"Importation";"Masse en kilogramme";"Espagne";125406;3500162;124692;185446;154378;113588;112817;146412;67232;134444;163561;106836;116675
"Importation";"Masse en kilogramme";"Chine";84758;59717;31873;36967;29937;24561;43291;9580;49939;53066;32388;27547;114156
"Importation";"Masse en kilogramme";"Italie";99636;63265;101334;69128;102787;124009;105731;93060;118322;85008;21023;31517;114047
"Importation";"Masse en kilogramme";"Belgique";130140;260273;240557;423091;247547;152571;223552;259958;66099;182866;185849;87723;99198
"Importation";"Masse en kilogramme";"Hongrie";5955;1;46577;32326;46583;19573;14907;20065;40496;26854;26161;33325;33372
"Importation";"Masse en kilogramme";"Japon";29345;3606;9115;8842;23523;3274;4388;7077;8981;17349;16054;11734;32113
"Importation";"Masse en kilogramme";"Inde";341;48;220;47768;16867;43879;22746;9665;14147;190;939;6864;15053
"Importation";"Masse en kilogramme";"Turquie";0;0;0;0;400;0;0;0;9;0;0;5400;10800
"Importation";"Masse en kilogramme";"Indonésie";10560;16932;30960;1632;34000;0;35660;17032;20860;850;11832;855;1732
"Importation";"Masse en kilogramme";"Royaume-Uni";104;2933;481;2710;661;133;500;9745;676;2498;849;5047;1441
"Importation";"Masse en kilogramme";"Bulgarie";40;0;240;106;71;0;276;242;345;352;438;143;496
"Importation";"Masse en kilogramme";"Suède";23229;2209;67;3710;10162;46761;153;55901;64764;22849;71547;40346;420
"Importation";"Masse en kilogramme";"Mexique";86;749;229;143;1899;254;379;1317;255;832;956;251;372
"Importation";"Masse en kilogramme";"Autriche";8220;6770;5940;6680;6330;6405;8950;2850;0;1;2140;21;240
"Importation";"Masse en kilogramme";"Canada";7;12;0;32;32;0;253;141;23;66;63;21;197
"Importation";"Masse en kilogramme";"Retour France";41;189;305;104;192;117;331;2318;71;1882;20448;196;127
"Importation";"Masse en kilogramme";"Pologne";13;850;0;4001;8800;139;1;1850;3050;0;612;18;115
"Importation";"Masse en kilogramme";"Pays non classifiés ailleurs";1;11;71;113;44;277;106;637;25;764;14;200;44
"Importation";"Masse en kilogramme";"Israël";10;499;12270;4056;423;363;168;17;709;413;122;9;13
"Importation";"Masse en kilogramme";"Suisse";3035;8560;3048;2143;5475;2452;1899;2025;2997;3254;65;1914;5
"Importation";"Masse en kilogramme";"Slovaquie";7;1;0;1;18;0;0;0;0;19;1;1;1
"Importation";"Masse en kilogramme";"Taïwan";0;0;0;0;5008;0;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Russie";0;15;0;15;15;0;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Singapour";0;200;0;140;0;170;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Afrique du Sud";0;0;50;0;0;0;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Ukraine";54;123;211;148;1;0;283;194;154;32;149;27;0
"Importation";"Masse en kilogramme";"Brésil";0;25;500;10;18;0;0;25;0;55;20;0;0
"Importation";"Masse en kilogramme";"Australie";0;0;0;0;0;0;0;0;0;0;1;0;0
"Importation";"Masse en kilogramme";"Danemark";3440;1161;170;11180;1686;340;1540;11350;870;816;870;0;0
"Importation";"Masse en kilogramme";"Irlande";0;0;20;0;0;0;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Iran";0;0;1440;0;0;0;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Corée du Sud";0;0;3200;0;1;4800;0;1;0;0;0;1;0
"Importation";"Masse en kilogramme";"Luxembourg";0;0;0;0;0;0;0;0;0;0;0;180;0
"Importation";"Masse en kilogramme";"Lituanie";0;0;0;0;0;10;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Philippines";0;0;1;0;0;0;0;0;0;20010;60370;0;0
"Importation";"Masse en kilogramme";"Maurice";0;0;0;0;1;0;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Maroc";0;0;20;0;0;0;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Lettonie";0;0;0;41;70;0;0;0;0;0;0;0;0
"Fin de fichier"
