"Importation";"Valeur en euros";"Luxembourg";0;0;0;0;0;0;0;0;0;0;12780;0;0
"Importation";"Masse en kilogramme";"Total";224473;214706;246301;218280;238787;253924;174821;218720;105578;180139;172088;206026;235477
"Importation";"Masse en kilogramme";"Pays-Bas";23338;13882;23437;15538;5178;34115;2421;31786;7041;40718;7042;8374;108471
"Importation";"Masse en kilogramme";"Italie";68366;17175;52910;51575;64999;38210;34051;56720;16321;41010;52501;47107;56831
"Importation";"Masse en kilogramme";"Chine";35502;20000;7098;18;45;18108;18365;1005;3;3006;937;42027;25271
"Importation";"Masse en kilogramme";"Autriche";20000;20000;10000;36000;10000;34000;12000;16000;10000;27001;31000;30050;15000
"Importation";"Masse en kilogramme";"Indonésie";0;0;0;0;0;0;0;0;0;0;0;0;10000
"Importation";"Masse en kilogramme";"Turquie";6875;148;0;6899;20000;0;15150;100;0;0;0;0;6750
"Importation";"Masse en kilogramme";"Japon";0;0;0;0;0;0;0;0;0;3100;0;0;3000
"Importation";"Masse en kilogramme";"Belgique";45178;68802;34370;45967;65130;58747;21281;2475;12599;2304;2210;10153;2847
"Importation";"Masse en kilogramme";"Espagne";75;8218;11350;11446;4654;1981;8742;10784;2995;7975;2038;13492;1907
"Importation";"Masse en kilogramme";"Retour France";0;2000;3075;19339;3680;16;1075;1271;1483;1820;3399;8804;1368
"Importation";"Masse en kilogramme";"Brésil";1;0;4800;0;8800;0;0;45600;0;0;2400;0;1200
"Importation";"Masse en kilogramme";"Finlande";4006;15000;36000;1022;8095;10313;10250;19269;26020;15020;8216;23272;1178
"Importation";"Masse en kilogramme";"Allemagne";14385;38695;57761;23635;42458;51110;46088;32699;24712;36015;46787;16540;1036
"Importation";"Masse en kilogramme";"Irlande";0;4000;2720;780;4000;2660;4400;0;160;800;500;4660;580
"Importation";"Masse en kilogramme";"Royaume-Uni";23;211;82;12;388;0;10;6;143;168;227;291;28
"Importation";"Masse en kilogramme";"Israël";0;0;0;0;0;0;0;0;0;10;0;0;10
"Importation";"Masse en kilogramme";"Inde";501;6500;2000;25;0;4530;14;0;4000;0;2000;78;0
"Importation";"Masse en kilogramme";"Danemark";0;0;0;0;0;0;250;0;0;0;100;500;0
"Importation";"Masse en kilogramme";"Suisse";0;0;500;1000;1000;0;0;0;0;0;547;0;0
"Importation";"Masse en kilogramme";"Etats-Unis d Amérique";6;45;138;1273;360;83;14;4;1;0;184;76;0
"Importation";"Masse en kilogramme";"Taïwan";0;0;0;0;0;0;600;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Luxembourg";0;0;0;0;0;0;0;0;0;0;12000;0;0
"Importation";"Masse en kilogramme";"Liban";6000;0;0;0;0;0;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Corée du Sud";0;30;0;0;0;0;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Portugal";139;0;0;0;0;0;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Pologne";0;0;60;2151;0;50;50;0;0;1114;0;602;0
"Importation";"Masse en kilogramme";"Pays non classifiés ailleurs";78;0;0;100;0;1;60;1001;100;78;0;0;0
"Importation";"Masse en kilogramme";"Suède";0;0;0;1500;0;0;0;0;0;0;0;0;0
"Fin de fichier"
